frame,file_loc,category,sub_index,folder,bbox
110,left/cropped/image_110_0.png,cropped,0,left, [300,  232,  467,  322] 
110,left/mask/image_110_0_mask.png,mask,0,left, [300,  232,  467,  322] 
110,left/bbox-masked_image/image_110_0_bbox-masked.png,bbox-masked,0,left, [300,  232,  467,  322] 
84,left/cropped/image_84_0.png,cropped,0,left, [388,  289,  505,  382] 
84,left/mask/image_84_0_mask.png,mask,0,left, [388,  289,  505,  382] 
84,left/bbox-masked_image/image_84_0_bbox-masked.png,bbox-masked,0,left, [388,  289,  505,  382] 
26,left/cropped/image_26_0.png,cropped,0,left, [677,  238,  843,  340] 
26,left/mask/image_26_0_mask.png,mask,0,left, [677,  238,  843,  340] 
26,left/bbox-masked_image/image_26_0_bbox-masked.png,bbox-masked,0,left, [677,  238,  843,  340] 
62,left/cropped/image_62_0.png,cropped,0,left, [454,  258,  633,  350] 
62,left/mask/image_62_0_mask.png,mask,0,left, [454,  258,  633,  350] 
62,left/bbox-masked_image/image_62_0_bbox-masked.png,bbox-masked,0,left, [454,  258,  633,  350] 
130,left/cropped/image_130_0.png,cropped,0,left, [247,  221,  383,  309] 
130,left/mask/image_130_0_mask.png,mask,0,left, [247,  221,  383,  309] 
130,left/bbox-masked_image/image_130_0_bbox-masked.png,bbox-masked,0,left, [247,  221,  383,  309] 
65,left/cropped/image_65_0.png,cropped,0,left, [443,  263,  621,  356] 
65,left/mask/image_65_0_mask.png,mask,0,left, [443,  263,  621,  356] 
65,left/bbox-masked_image/image_65_0_bbox-masked.png,bbox-masked,0,left, [443,  263,  621,  356] 
123,left/cropped/image_123_0.png,cropped,0,left, [206,  216,  329,  312] 
123,left/mask/image_123_0_mask.png,mask,0,left, [206,  216,  329,  312] 
123,left/bbox-masked_image/image_123_0_bbox-masked.png,bbox-masked,0,left, [206,  216,  329,  312] 
95,left/cropped/image_95_0.png,cropped,0,left, [352,  287,  509,  378] 
95,left/mask/image_95_0_mask.png,mask,0,left, [352,  287,  509,  378] 
95,left/bbox-masked_image/image_95_0_bbox-masked.png,bbox-masked,0,left, [352,  287,  509,  378] 
106,left/cropped/image_106_0.png,cropped,0,left, [306,  246,  444,  336] 
106,left/mask/image_106_0_mask.png,mask,0,left, [306,  246,  444,  336] 
106,left/bbox-masked_image/image_106_0_bbox-masked.png,bbox-masked,0,left, [306,  246,  444,  336] 
48,left/cropped/image_48_0.png,cropped,0,left, [517,  243,  671,  336] 
48,left/mask/image_48_0_mask.png,mask,0,left, [517,  243,  671,  336] 
48,left/bbox-masked_image/image_48_0_bbox-masked.png,bbox-masked,0,left, [517,  243,  671,  336] 
114,left/cropped/image_114_0.png,cropped,0,left, [297,  221,  407,  316] 
114,left/mask/image_114_0_mask.png,mask,0,left, [297,  221,  407,  316] 
114,left/bbox-masked_image/image_114_0_bbox-masked.png,bbox-masked,0,left, [297,  221,  407,  316] 
46,left/cropped/image_46_0.png,cropped,0,left, [535,  242,  705,  338] 
46,left/mask/image_46_0_mask.png,mask,0,left, [535,  242,  705,  338] 
46,left/bbox-masked_image/image_46_0_bbox-masked.png,bbox-masked,0,left, [535,  242,  705,  338] 
77,left/cropped/image_77_0.png,cropped,0,left, [398,  290,  569,  384] 
77,left/mask/image_77_0_mask.png,mask,0,left, [398,  290,  569,  384] 
77,left/bbox-masked_image/image_77_0_bbox-masked.png,bbox-masked,0,left, [398,  290,  569,  384] 
