frame,file_loc,category,sub_index,folder,bbox
121,bottom/cropped/image_121_0.png,cropped,0,bottom, [297,  312,  338,  444] 
121,bottom/mask/image_121_0_mask.png,mask,0,bottom, [297,  312,  338,  444] 
121,bottom/bbox-masked_image/image_121_0_bbox-masked.png,bbox-masked,0,bottom, [297,  312,  338,  444] 
121,bottom/cropped/image_121_1.png,cropped,1,bottom, [270,  311,  338,  444] 
121,bottom/mask/image_121_1_mask.png,mask,1,bottom, [270,  311,  338,  444] 
121,bottom/bbox-masked_image/image_121_1_bbox-masked.png,bbox-masked,1,bottom, [270,  311,  338,  444] 
131,bottom/cropped/image_131_0.png,cropped,0,bottom, [277,  432,  403,  479] 
131,bottom/mask/image_131_0_mask.png,mask,0,bottom, [277,  432,  403,  479] 
131,bottom/bbox-masked_image/image_131_0_bbox-masked.png,bbox-masked,0,bottom, [277,  432,  403,  479] 
19,bottom/cropped/image_19_0.png,cropped,0,bottom, [734,  251,  864,  316] 
19,bottom/mask/image_19_0_mask.png,mask,0,bottom, [734,  251,  864,  316] 
19,bottom/bbox-masked_image/image_19_0_bbox-masked.png,bbox-masked,0,bottom, [734,  251,  864,  316] 
127,bottom/cropped/image_127_0.png,cropped,0,bottom, [213,  347,  345,  441] 
127,bottom/mask/image_127_0_mask.png,mask,0,bottom, [213,  347,  345,  441] 
127,bottom/bbox-masked_image/image_127_0_bbox-masked.png,bbox-masked,0,bottom, [213,  347,  345,  441] 
10,bottom/cropped/image_10_0.png,cropped,0,bottom, [781,  120,  852,  249] 
10,bottom/mask/image_10_0_mask.png,mask,0,bottom, [781,  120,  852,  249] 
10,bottom/bbox-masked_image/image_10_0_bbox-masked.png,bbox-masked,0,bottom, [781,  120,  852,  249] 
122,bottom/cropped/image_122_0.png,cropped,0,bottom, [302,  324,  342,  443] 
122,bottom/mask/image_122_0_mask.png,mask,0,bottom, [302,  324,  342,  443] 
122,bottom/bbox-masked_image/image_122_0_bbox-masked.png,bbox-masked,0,bottom, [302,  324,  342,  443] 
148,bottom/cropped/image_148_0.png,cropped,0,bottom, [430,  283,  542,  382] 
148,bottom/mask/image_148_0_mask.png,mask,0,bottom, [430,  283,  542,  382] 
148,bottom/bbox-masked_image/image_148_0_bbox-masked.png,bbox-masked,0,bottom, [430,  283,  542,  382] 
9,bottom/cropped/image_9_0.png,cropped,0,bottom, [794,  119,  863,  243] 
9,bottom/mask/image_9_0_mask.png,mask,0,bottom, [794,  119,  863,  243] 
9,bottom/bbox-masked_image/image_9_0_bbox-masked.png,bbox-masked,0,bottom, [794,  119,  863,  243] 
126,bottom/cropped/image_126_0.png,cropped,0,bottom, [209,  359,  347,  436] 
126,bottom/mask/image_126_0_mask.png,mask,0,bottom, [209,  359,  347,  436] 
126,bottom/bbox-masked_image/image_126_0_bbox-masked.png,bbox-masked,0,bottom, [209,  359,  347,  436] 
102,bottom/cropped/image_102_0.png,cropped,0,bottom, [326,  415,  468,  477] 
102,bottom/mask/image_102_0_mask.png,mask,0,bottom, [326,  415,  468,  477] 
102,bottom/bbox-masked_image/image_102_0_bbox-masked.png,bbox-masked,0,bottom, [326,  415,  468,  477] 
134,bottom/cropped/image_134_0.png,cropped,0,bottom, [292,  425,  421,  494] 
134,bottom/mask/image_134_0_mask.png,mask,0,bottom, [292,  425,  421,  494] 
134,bottom/bbox-masked_image/image_134_0_bbox-masked.png,bbox-masked,0,bottom, [292,  425,  421,  494] 
138,bottom/cropped/image_138_0.png,cropped,0,bottom, [380,  377,  462,  485] 
138,bottom/mask/image_138_0_mask.png,mask,0,bottom, [380,  377,  462,  485] 
138,bottom/bbox-masked_image/image_138_0_bbox-masked.png,bbox-masked,0,bottom, [380,  377,  462,  485] 
11,bottom/cropped/image_11_0.png,cropped,0,bottom, [773,  120,  853,  256] 
11,bottom/mask/image_11_0_mask.png,mask,0,bottom, [773,  120,  853,  256] 
11,bottom/bbox-masked_image/image_11_0_bbox-masked.png,bbox-masked,0,bottom, [773,  120,  853,  256] 
141,bottom/cropped/image_141_0.png,cropped,0,bottom, [443,  349,  501,  476] 
141,bottom/mask/image_141_0_mask.png,mask,0,bottom, [443,  349,  501,  476] 
141,bottom/bbox-masked_image/image_141_0_bbox-masked.png,bbox-masked,0,bottom, [443,  349,  501,  476] 
124,bottom/cropped/image_124_0.png,cropped,0,bottom, [245,  343,  349,  444] 
124,bottom/mask/image_124_0_mask.png,mask,0,bottom, [245,  343,  349,  444] 
124,bottom/bbox-masked_image/image_124_0_bbox-masked.png,bbox-masked,0,bottom, [245,  343,  349,  444] 
149,bottom/cropped/image_149_0.png,cropped,0,bottom, [434,  278,  548,  369] 
149,bottom/mask/image_149_0_mask.png,mask,0,bottom, [434,  278,  548,  369] 
149,bottom/bbox-masked_image/image_149_0_bbox-masked.png,bbox-masked,0,bottom, [434,  278,  548,  369] 
125,bottom/cropped/image_125_0.png,cropped,0,bottom, [230,  346,  348,  438] 
125,bottom/mask/image_125_0_mask.png,mask,0,bottom, [230,  346,  348,  438] 
125,bottom/bbox-masked_image/image_125_0_bbox-masked.png,bbox-masked,0,bottom, [230,  346,  348,  438] 
18,bottom/cropped/image_18_0.png,cropped,0,bottom, [740,  247,  877,  304] 
18,bottom/mask/image_18_0_mask.png,mask,0,bottom, [740,  247,  877,  304] 
18,bottom/bbox-masked_image/image_18_0_bbox-masked.png,bbox-masked,0,bottom, [740,  247,  877,  304] 
136,bottom/cropped/image_136_0.png,cropped,0,bottom, [312,  402,  440,  481] 
136,bottom/mask/image_136_0_mask.png,mask,0,bottom, [312,  402,  440,  481] 
136,bottom/bbox-masked_image/image_136_0_bbox-masked.png,bbox-masked,0,bottom, [312,  402,  440,  481] 
107,bottom/cropped/image_107_0.png,cropped,0,bottom, [317,  401,  454,  471] 
107,bottom/mask/image_107_0_mask.png,mask,0,bottom, [317,  401,  454,  471] 
107,bottom/bbox-masked_image/image_107_0_bbox-masked.png,bbox-masked,0,bottom, [317,  401,  454,  471] 
20,bottom/cropped/image_20_0.png,cropped,0,bottom, [723,  257,  861,  317] 
20,bottom/mask/image_20_0_mask.png,mask,0,bottom, [723,  257,  861,  317] 
20,bottom/bbox-masked_image/image_20_0_bbox-masked.png,bbox-masked,0,bottom, [723,  257,  861,  317] 
137,bottom/cropped/image_137_0.png,cropped,0,bottom, [335,  387,  450,  485] 
137,bottom/mask/image_137_0_mask.png,mask,0,bottom, [335,  387,  450,  485] 
137,bottom/bbox-masked_image/image_137_0_bbox-masked.png,bbox-masked,0,bottom, [335,  387,  450,  485] 
123,bottom/cropped/image_123_0.png,cropped,0,bottom, [254,  338,  347,  443] 
123,bottom/mask/image_123_0_mask.png,mask,0,bottom, [254,  338,  347,  443] 
123,bottom/bbox-masked_image/image_123_0_bbox-masked.png,bbox-masked,0,bottom, [254,  338,  347,  443] 
132,bottom/cropped/image_132_0.png,cropped,0,bottom, [279,  437,  409,  485] 
132,bottom/mask/image_132_0_mask.png,mask,0,bottom, [279,  437,  409,  485] 
132,bottom/bbox-masked_image/image_132_0_bbox-masked.png,bbox-masked,0,bottom, [279,  437,  409,  485] 
139,bottom/cropped/image_139_0.png,cropped,0,bottom, [426,  368,  473,  509] 
139,bottom/mask/image_139_0_mask.png,mask,0,bottom, [426,  368,  473,  509] 
139,bottom/bbox-masked_image/image_139_0_bbox-masked.png,bbox-masked,0,bottom, [426,  368,  473,  509] 
142,bottom/cropped/image_142_0.png,cropped,0,bottom, [449,  340,  505,  474] 
142,bottom/mask/image_142_0_mask.png,mask,0,bottom, [449,  340,  505,  474] 
142,bottom/bbox-masked_image/image_142_0_bbox-masked.png,bbox-masked,0,bottom, [449,  340,  505,  474] 
140,bottom/cropped/image_140_0.png,cropped,0,bottom, [434,  360,  493,  492] 
140,bottom/mask/image_140_0_mask.png,mask,0,bottom, [434,  360,  493,  492] 
140,bottom/bbox-masked_image/image_140_0_bbox-masked.png,bbox-masked,0,bottom, [434,  360,  493,  492] 
118,bottom/cropped/image_118_0.png,cropped,0,bottom, [309,  294,  353,  436] 
118,bottom/mask/image_118_0_mask.png,mask,0,bottom, [309,  294,  353,  436] 
118,bottom/bbox-masked_image/image_118_0_bbox-masked.png,bbox-masked,0,bottom, [309,  294,  353,  436] 
